ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF090I01874,FIIFNSEDP,DP,OMF,7.5,154.92
INF090I01882,FIIFNSEDR,DR,OMF,7.5,154.92
INF090I01890,FIIFNSEGP,GR,OMF,7.5,154.92
INF090I01JW0,FILFDSIPDD,DR,GMF,10,1001.60
INF090I01JX8,FILFDSIPDP,DP,GMF,10,1021.75
INF090I01JY6,FILFDSIPDP,DR,GMF,10,1021.75
INF090I01JV2,FILFDSIPGP,GR,GMF,10,3446.92
INF090I01BB1,FILFGP,GR,GMF,10,5217.08
INF090I01BG0,FILFSIPGP,GR,GMF,10,3423.30
INF090I01BM8,FILFSIPWDP,DP,GMF,10,1022.53
INF090I01BH8,FILFSIPWDP,DR,GMF,10,1022.53
INF090I01BL0,FILFWDP,DP,GMF,10,1244.68
INF090I01BI6,FILFWDP,DR,GMF,10,1244.68
INF090I01LH7,FIMASDGR,GR,OMF,7.5,17.13
INF090I01LF1,FIMASDP,DP,OMF,7.5,15.48
INF090I01LG9,FIMASDR,DR,OMF,7.5,15.48
INF090I01LE4,FIMASGR,GR,OMF,7.5,15.48
INF090I01GD6,FIOFDDP,DP,OMF,7.5,28.90
INF090I01GE4,FIOFDDR,DR,OMF,7.5,28.90
INF090I01GC8,FIOFDGP,GR,OMF,7.5,153.11
INF090I01858,FIOFDP,DP,OMF,7.5,26.23
INF090I01866,FIOFDR,DR,OMF,7.5,26.23
INF090I01841,FIOFGP,GR,OMF,7.5,142.24
INF090I01SO8,FIONFGP,GR,GMF,10,1188.61
INF090I01FI7,FIPFDDP,DP,OMF,7.5,81.12
INF090I01FJ5,FIPFDDR,DR,OMF,7.5,81.12
INF090I01FH9,FIPFDGP,GR,OMF,7.5,1897.22
INF090I01726,FIPFDP,DP,OMF,7.5,68.68
INF090I01734,FIPFDR,DR,OMF,7.5,68.68
INF090I01809,FIPFGP,GR,OMF,7.5,1715.65
INF090I01FL1,FIPPDDP,DP,OMF,7.5,56.62
INF090I01FM9,FIPPDDR,DR,OMF,7.5,56.62
INF090I01FK3,FIPPDGP,GR,OMF,7.5,1196.08
INF090I01213,FIPPDP,DP,OMF,7.5,50.34
INF090I01221,FIPPDR,DR,OMF,7.5,50.34
INF090I01239,FIPPGP,GR,OMF,7.5,1091.34
INF090I01IO9,FISCFDDP,DP,OMF,7.5,44.82
INF090I01IP6,FISCFDDR,DR,OMF,7.5,44.82
INF090I01IQ4,FISCFDGP,GR,OMF,7.5,127.39
INF090I01544,FISCFDP,DP,OMF,7.5,38.44
INF090I01551,FISCFDR,DR,OMF,7.5,38.44
INF090I01569,FISCFGP,GR,OMF,7.5,114.46
INF090I01JT6,FITAXDDP,DP,OMF,7.5,58.27
INF090I01JS8,FITAXDGR,GR,OMF,7.5,1079.34
INF090I01783,FITAXDP,DP,OMF,7.5,50.89
INF090I01775,FITAXGR,GR,OMF,7.5,983.79
INF677K01015,FIVFD,DR,OMF,7.5,39.25
INF677K01023,FIVFG,GR,OMF,7.5,68.24
INF677K01213,FIVFP,DP,OMF,7.5,39.25
INF090I01GV8,FLDGP,GR,GMF,10,44.71
INF090I01BZ0,FLDP,DP,GMF,10,10.58
INF090I01BY3,FLDR,DR,GMF,10,10.58
INF090I01CA1,FLGP,GR,GMF,10,43.40
INF090I01LA2,FLMDP,DP,GMF,10,10.32
INF090I01LB0,FLMDR,DR,GMF,10,10.32
INF789F1ACR7,FRFRPADP,DP,OMF,7.5,1240.17
INF789F1ACS5,FRFRPADR,DR,OMF,7.5,1240.17
INF789F1ACO4,FRFRPGRO,GR,OMF,7.5,1305.87
INF789F1ACP1,FRFRPQDP,DP,OMF,7.5,1144.42
INF789F1ACQ9,FRFRPQDR,DR,OMF,7.5,1144.42
INF677K01478,FSID,DR,OMF,7.5,10.37
INF677K01452,FSIG,GR,OMF,7.5,24.55
INF677K01460,FSIP,DP,OMF,7.5,10.37
INF789FA1O85,FSMDD,DP,OMF,7.5,1032.36
INF789FA1O93,FSMDR,DR,OMF,7.5,1032.36
INF789FA1P01,FSQDD,DP,OMF,7.5,1158.93
INF789FA1P19,FSQDR,DR,OMF,7.5,1158.93
INF677K01064,FTAFG,GR,OMF,7.5,88.69
INF677K01072,FTAFP,DP,OMF,7.5,24.34
INF090I01HT0,FTDPEFDDP,DP,OMF,7.5,44.11
INF090I01HU8,FTDPEFDDR,DR,OMF,7.5,44.11
INF090I01HV6,FTDPEFDGP,GR,OMF,7.5,135.99
INF090I01247,FTDPEFDP,DP,OMF,7.5,37.88
INF090I01254,FTDPEFDR,DR,OMF,7.5,37.88
INF090I01262,FTDPEFGP,GR,OMF,7.5,122.55
INF090I01GA2,FTIBFDDP,DP,OMF,7.5,28.74
INF090I01GB0,FTIBFDDR,DR,OMF,7.5,28.74
INF090I01FZ1,FTIBFDGP,GR,OMF,7.5,219.13
INF090I01825,FTIBFDP,DP,OMF,7.5,24.64
INF090I01833,FTIBFDR,DR,OMF,7.5,24.64
INF090I01817,FTIBFGP,GR,OMF,7.5,195.88
INF090I01GF1,FTIMIPADGP,GR,OMF,7.5,79.91
INF090I01EA7,FTIMIPAGP,GR,OMF,7.5,73.76
INF090I01EB5,FTIMIPAMDP,DP,OMF,7.5,12.66
INF090I01EC3,FTIMIPAMDR,DR,OMF,7.5,12.66
INF090I01ED1,FTIMIPAQDP,DP,OMF,7.5,11.80
INF090I01EE9,FTIMIPAQDR,DR,OMF,7.5,11.80
INF090I01GG9,FTMIPAMDDP,DP,OMF,7.5,14.21
INF090I01GH7,FTMIPAMDDR,DR,OMF,7.5,14.21
INF194KA12K7,G326,DP,OMF,7.5,10.54
INF846K01X14,GAD1D,DP,OMF,7.5,13.76
INF846K01X22,GAD1R,DR,OMF,7.5,13.76
INF846K01X06,GADGG,GR,OMF,7.5,13.76
INF846K01X48,GADPD,DP,OMF,7.5,13.30
INF846K01X55,GADPR,DR,OMF,7.5,13.30
INF846K01X30,GAGPG,GR,OMF,7.5,13.30
INF789FB1T13,GEDDR,DR,GMF,10,1370.86
INF090I01GW6,GFDDP,DP,OMF,7.5,94.41
INF090I01GX4,GFDDR,DR,OMF,7.5,94.41
INF090I01GY2,GFDGP,GR,OMF,7.5,539.90
INF090I01270,GFDP,DP,OMF,7.5,83.92
INF767K01097,GFDPD,DP,OMF,7.5,25.75
INF767K01089,GFDPR,DR,OMF,7.5,25.75
INF090I01288,GFDR,DR,OMF,7.5,83.92
INF767K01EJ7,GFG1G,GR,OMF,7.5,47.36
INF090I01296,GFGP,GR,OMF,7.5,495.85
INF767K01105,GFGPG,GR,OMF,7.5,42.63
INF397L01992,GFOF,GR,OMF,7.5,15.83
INF277KA1828,GIF1226B,GR,GMF,10,10.33
INF277KA1794,GIF1226D,GR,GMF,10,10.36
INF277KA1760,GIF1229B,GR,GMF,10,10.41
INF277KA1737,GIF1229D,GR,GMF,10,10.43
INF767K01EZ3,GLG1G,GR,GMF,10,56.44
INF200K01HB9,GOLDFOFDP,DP,OMF,7.5,17.75
INF200K01HC7,GOLDFOFDR,DR,OMF,7.5,17.75
INF200K01HA1,GOLDFOFGR,GR,OMF,7.5,17.75
INF247L01AQ1,GSGDG,GR,GMF,10,10.70
INF247L01AR9,GSGPG,GR,GMF,10,10.69
INF179K01VM3,H01RTDR,DR,OMF,7.5,70.46
INF179K01VL5,H01TDP,DP,OMF,7.5,70.46
INF179K01UT0,H02TGR,GR,OMF,7.5,1371.27
INF179K01WB4,H12TGR,GR,OMF,7.5,84.10
INF179K01WI9,H30TGR,GR,OMF,7.5,51.96
INF179K01YR6,H31RTDR,DR,OMF,7.5,75.01
INF179K01YQ8,H31TDP,DP,OMF,7.5,75.01
INF179K01YS4,H32TGR,GR,OMF,7.5,963.90
INF179K01YU0,H41RTDR,DR,OMF,7.5,57.71
INF179K01YT2,H41TDP,DP,OMF,7.5,57.71
INF179K01YV8,H44TGR,GR,OMF,7.5,887.78
INF179KB1HU9,H53TGR,GR,GMF,10,5028.80
INF179K01VF7,H54TGR,GR,OMF,7.5,53.73
INF179KB1HT1,H57TGR,GR,GMF,10,3388.74
INF179K01VH3,H60RTDR,DR,OMF,7.5,10.17
INF179K01VG5,H60TDP,DP,OMF,7.5,10.17
INF179K01VB6,H61RTDR,DR,OMF,7.5,32.07
INF179K01VA8,H61TDP,DP,OMF,7.5,32.07
INF179K01VC4,H62TGR,GR,OMF,7.5,538.45
INF179KC1BB1,HAADDPHMF,DP,OMF,7.5,13.69
INF179KC1BA3,HAADGRHMF,GR,OMF,7.5,13.69
INF179KC1BE5,HAARDPHMF,DP,OMF,7.5,13.32
INF179KC1BD7,HAARGRHMF,GR,OMF,7.5,13.32
INF179K01343,HAFWGMF,GR,OMF,7.5,26.64
INF179KC1BH8,HBFDDPHMF,DP,OMF,7.5,13.00
INF179KC1BI6,HBFDDRHMF,DR,OMF,7.5,13.00
INF179KC1BG0,HBFDGRHMF,GR,OMF,7.5,13.00
INF179KC1BK2,HBFRDPHMF,DP,OMF,7.5,12.56
INF179KC1BL0,HBFRDRHMF,DR,OMF,7.5,12.56
INF179KC1BJ4,HBFRGRHMF,GR,OMF,7.5,12.56
INF179KA1JA8,HBPDT,DP,OMF,7.5,10.04
INF179KA1IZ7,HBPGT,GR,OMF,7.5,20.49
INF179KA1JB6,HBPRT,DR,OMF,7.5,10.04
INF397L01LK4,HCG1G,GR,OMF,7.5,19.24
INF397L01LG2,HCGPG,GR,OMF,7.5,18.07
INF179K01VJ9,HCODRTDR,DR,OMF,7.5,24.07
INF179K01VI1,HCORDTDP,DP,OMF,7.5,24.07
INF179K01VK7,HCORGTGR,GR,OMF,7.5,162.80
INF769K01EB0,HCRDD,DP,OMF,7.5,17.83
INF769K01EC8,HCRDR,DR,OMF,7.5,17.83
INF769K01EA2,HCRGG,GR,OMF,7.5,23.62
INF179K01582,HDFC01,DP,OMF,8.5,61.09
INF179K01590,HDFC01D,DR,OMF,8.5,61.09
INF179K01608,HDFC02,GR,OMF,8.5,1271.13
INF179K01871,HDFC11,DP,OMF,7.5,11.98
INF179K01889,HDFC11D,DR,OMF,7.5,11.98
INF179K01848,HDFC12,GR,OMF,7.5,77.30
INF179K01897,HDFC29,DP,OMF,7.5,10.11
INF179K01905,HDFC29D,DR,OMF,7.5,10.11
INF179KA1NO1,HDFC29RT,DR,OMF,7.5,10.11
INF179KA1NP8,HDFC29T,DP,OMF,7.5,10.11
INF179K01913,HDFC30,GR,OMF,7.5,48.52
INF179K01AZ9,HDFC31,DP,OMF,7.5,58.75
INF179K01BB8,HDFC32,GR,OMF,7.5,903.67
INF179K01BC6,HDFC41,DP,OMF,8.5,50.91
INF179K01BD4,HDFC41D,DR,OMF,8.5,50.91
INF179K01BE2,HDFC44,GR,OMF,8.5,830.74
INF179K01442,HDFC54,GR,OMF,7.5,50.13
INF179K01475,HDFC58,DP,OMF,7.5,10.06
INF179K01483,HDFC58D,DR,OMF,7.5,10.06
INF179K01434,HDFC59,DR,OMF,7.5,10.14
INF179K01459,HDFC60,DP,OMF,7.5,10.17
INF179K01467,HDFC60D,DR,OMF,7.5,10.17
INF179K01400,HDFC61,DP,OMF,7.5,27.08
INF179K01418,HDFC61D,DR,OMF,7.5,27.08
INF179K01426,HDFC62,GR,OMF,7.5,490.34
INF179K01327,HDFCAFRDQ,DP,OMF,7.5,18.44
INF179K01319,HDFCAFRG,GR,OMF,7.5,25.86
INF179KA1KO7,HDFCAFWDM,DP,OMF,7.5,10.96
INF179KA1KN9,HDFCAFWDM,DR,OMF,7.5,10.96
INF179KA1KM1,HDFCAFWDQ,DP,OMF,7.5,10.57
INF179KA1KL3,HDFCAFWDQ,DR,OMF,7.5,10.57
INF179KA1KQ2,HDFCAFWDT,DP,OMF,7.5,11.04
INF179KA1KP4,HDFCAFWDT,DR,OMF,7.5,11.04
INF179KA1KT6,HDFCAFWGT,GR,OMF,7.5,17.35
INF179KA1KS8,HDFCAFWMT,DP,OMF,7.5,10.72
INF179KA1KR0,HDFCAFWMT,DR,OMF,7.5,10.72
INF179K01558,HDFCCORD,DP,OMF,7.5,19.73
INF179K01566,HDFCCORDR,DR,OMF,7.5,19.73
INF179K01574,HDFCCORG,GR,OMF,7.5,146.95
INF179K01814,HDFCGFD,DP,OMF,7.5,31.61
INF179K01822,HDFCGFDD,DR,OMF,7.5,31.61
INF179K01830,HDFCGFG,GR,OMF,7.5,357.22
INF179K01772,HDFCGLD,DP,GMF,10,11.65
INF179K01764,HDFCGLDR,DR,GMF,10,11.65
INF179K01756,HDFCGLG,GR,GMF,10,47.53
INF179K01LC5,HDFCGOLDFF,GR,OMF,7.5,18.28
INF179K01947,HDFCIFD,DP,OMF,7.5,10.91
INF179K01954,HDFCIFDR,DR,OMF,7.5,10.91
INF179K01962,HDFCIFG,GR,OMF,7.5,50.10
INF179K01723,HDFCILR,DR,OMF,7.5,10.18
INF179K01GG6,HDFCINFDR,DR,OMF,7.5,14.05
INF179K01715,HDFCISWDM,DP,OMF,7.5,10.18
INF179K01707,HDFCISWG,GR,OMF,7.5,42.69
INF179K01AB0,HDFCMILMD,DR,OMF,8.5,13.62
INF179K01AD6,HDFCMILQD,DR,OMF,8.5,14.44
INF179K01AE4,HDFCMILTG,GR,OMF,8.5,66.89
INF179K01AA2,HDFCMILTM,DP,OMF,8.5,13.62
INF179K01AC8,HDFCMILTQ,DP,OMF,8.5,14.44
INF179K01DE8,HDFCMTODR,DR,OMF,7.5,10.30
INF179K01AK1,HDFCMULD,DP,OMF,7.5,11.96
INF179K01AL9,HDFCMULDR,DR,OMF,7.5,11.96
INF179K01AM7,HDFCMULG,GR,OMF,7.5,53.28
INF179K01AN5,HDFCMYD05,DP,OMF,7.5,14.99
INF179K01AO3,HDFCMYD5R,DR,OMF,7.5,14.99
INF179K01AP0,HDFCMYG05,GR,OMF,7.5,53.50
INF179K01AQ8,HDFCPRED,DP,OMF,8.75,14.93
INF179K01AR6,HDFCPREDD,DR,OMF,8.75,14.93
INF179K01AS4,HDFCPREG,GR,OMF,8.64,93.19
INF179KA1SC5,HDPEFOFDG,GR,OMF,7.5,34.10
INF179KA1SG6,HDPEFOFRDP,DP,OMF,7.5,27.49
INF179KA1SF8,HDPEFOFRG,GR,OMF,7.5,31.37
INF179KC1AP3,HDYDDPH0,DP,OMF,7.5,16.66
INF179KC1AQ1,HDYDDRHMF,DR,OMF,7.5,16.66
INF179KC1AO6,HDYDGRHMF,GR,OMF,7.5,17.86
INF179KC1AS7,HDYRDPHMF,DP,OMF,7.5,15.91
INF179KC1AT5,HDYRDRHMF,DR,OMF,7.5,15.91
INF179KC1AR9,HDYRGRHMF,GR,OMF,7.5,17.15
INF247L01684,HEGPG,GR,OMF,7.5,16.68
INF179K01VZ5,HGFDRTDR,DR,OMF,7.5,35.71
INF179K01VY8,HGFDTDP,DP,OMF,7.5,35.71
INF179K01WA6,HGFGTGR,GR,OMF,7.5,381.37
INF179K01VX0,HGFOFTGR,GR,OMF,7.5,19.02
INF179K01VT8,HGLDRTDR,DR,GMF,10,12.35
INF179K01VR2,HGLDTDP,DP,GMF,10,12.35
INF179K01VS0,HGLGTGR,GR,GMF,10,49.60
INF179KC1FQ0,HHGADGMF,GR,GMF,10,10.39
INF179KC1FR8,HHGARGMF,GR,GMF,10,10.38
INF179KC1FS6,HHGJDGMF,GR,GMF,10,10.47
INF179KC1FT4,HHGJRGMF,GR,GMF,10,10.46
INF179KC1EJ8,HHJDGRHMF,GR,GMF,10,10.45
INF179KC1EK6,HHJRGRHMF,GR,GMF,10,10.44
INF179KC1ET7,HHLDDGMF,GR,OMF,7.5,10.41
INF179KC1EW1,HHLDRGMF,GR,OMF,7.5,10.39
INF179KC1BT3,HHMCDDHMF,DP,OMF,7.5,12.98
INF179KC1BS5,HHMCDGHMF,GR,OMF,7.5,12.98
INF179KC1BU1,HHMCDRHMF,DR,OMF,7.5,12.98
INF179KC1BW7,HHMCRDHMF,DP,OMF,7.5,12.63
INF179KC1BV9,HHMCRGHMF,GR,OMF,7.5,12.69
INF179KC1BX5,HHMCRRHMF,DR,OMF,7.5,12.63
INF179KC1FI7,HHNSDGMF,GR,OMF,7.5,10.34
INF179KC1FJ5,HHNSRGMF,GR,OMF,7.5,10.33
INF179KC1EL4,HHSDGRHMF,GR,GMF,10,10.54
INF179KC1EM2,HHSRGRHMF,GR,GMF,10,10.53
INF179K01WK5,HIFDRTDR,DR,OMF,7.5,12.22
INF179K01WJ7,HIFDTDP,DP,OMF,7.5,12.22
INF179K01WL3,HIFGTGR,GR,OMF,7.5,54.85
INF179KA1D90,HIFSTDPNDP,DP,OMF,7.5,18.55
INF179KA1D82,HIFSTDPNDR,DR,OMF,7.5,18.55
INF179K01GF8,HINF,GR,OMF,7.5,28.02
INF179K01GE1,HINF,DP,OMF,7.5,14.05
INF179K01WP4,HINFDTGR,GR,OMF,7.5,20.63
INF179K01WQ2,HINFGTDP,DP,OMF,7.5,30.41
INF179K01WR0,HINFRTDR,DR,OMF,7.5,20.63
INF179K01KZ8,HINNP,GR,OMF,7.5,181.19
INF179K01WM1,HINNPT,GR,OMF,7.5,184.66
INF179K01LA9,HINSP,GR,OMF,7.5,597.05
INF179K01WN9,HINSPT,GR,OMF,7.5,609.63
INF179K01VO9,HISDMTDP,DP,OMF,7.5,10.18
INF179K01VP6,HISMRTDR,DR,OMF,7.5,10.18
INF179K01VQ4,HISWGTGR,GR,OMF,7.5,43.35
INF179KA1RR5,HLCFDDP,DP,OMF,7.5,35.51
INF179KA1RQ7,HLCFDG,GR,OMF,7.5,234.16
INF179KA1RU9,HLCFRDP,DP,OMF,7.5,28.44
INF179KA1RT1,HLCFRG,GR,OMF,7.5,226.38
INF179KB1IC5,HLFDDR,DR,GMF,10,1019.82
INF179KB1HO2,HLFDMTDP,DP,GMF,10,1029.25
INF179KB1HP9,HLFGTGR,GR,GMF,10,4508.83
INF179KB1HQ7,HLFMRTDR,DR,GMF,10,1029.25
INF179KB1HR5,HLQD53,GR,GMF,10,4946.81
INF179KB1HS3,HLQD57,GR,GMF,10,3361.40
INF179KB1HM6,HLQDLFDM,DP,GMF,10,1029.21
INF179KB1HL8,HLQDLFDMR,DR,GMF,10,1029.21
INF179KB1HK0,HLQDLFG,GR,GMF,10,4467.61
INF179K01XO5,HMCODTDP,DP,OMF,7.5,56.99
INF179K01XQ0,HMCOGTGR,GR,OMF,7.5,131.54
INF179K01XP2,HMCORTDR,DR,OMF,7.5,56.99
INF179K01CS0,HMIDCAP-DP,DP,OMF,7.5,40.74
INF179K01CT8,HMIDCAP-DR,DR,OMF,7.5,40.74
INF179K01CR2,HMIDCAP-G,GR,OMF,8.5,121.02
INF179K01XG1,HMLMRTDR,DR,OMF,7.5,14.79
INF179K01XI7,HMLQRTDR,DR,OMF,7.5,15.66
INF179K01XE6,HMLTGTGR,GR,OMF,7.5,70.39
INF179K01XF3,HMLTMTDP,DP,OMF,7.5,14.79
INF179K01XH9,HMLTQTDP,DP,OMF,7.5,15.66
INF179K01DD0,HMTOD,DP,OMF,7.5,10.30
INF179K01XB2,HMTODTDP,DP,OMF,7.5,10.14
INF179K01DC2,HMTOG,GR,OMF,9.5,27.83
INF179K01XD8,HMTOGTGR,GR,OMF,7.5,28.30
INF179K01XC0,HMTORTDR,DR,OMF,7.5,10.14
INF179K01XR8,HMULDTDP,DP,OMF,7.5,13.72
INF179K01XT4,HMULGTGR,GR,OMF,7.5,58.52
INF179K01XS6,HMULRTDR,DR,OMF,7.5,13.72
INF179K01XV0,HMY5RTMF,DR,OMF,7.5,17.63
INF179K01XU2,HMYD5TDP,DP,OMF,7.5,17.63
INF179K01XW8,HMYG5TMF,GR,OMF,7.5,58.32
INF179KC1BM8,HNEWDGHMF,GR,OMF,7.5,12.64
INF179KC1BN6,HNEWRGHMF,GR,OMF,7.5,12.50
INF179KC1EE9,HNGSDGHMF,GR,GMF,10,10.52
INF179KC1EG4,HNGSRGHMF,GR,GMF,10,10.51
INF179KC1EH2,HNJSDGHMF,GR,GMF,10,10.63
INF179KC1EI0,HNJSRGHMF,GR,GMF,10,10.62
INF179KC1AV1,HODD1,DP,OMF,7.5,13.59
INF179KC1AU3,HODG1,GR,OMF,7.5,16.01
INF179KC1AW9,HODR1,DR,OMF,7.5,13.59
INF179KC1AY5,HORD1,DP,OMF,7.5,12.70
INF179KC1AX7,HORG1,GR,OMF,7.5,15.11
INF179KC1AZ2,HORR1,DR,OMF,7.5,12.70
INF179K01XX6,HPREDTDP,DP,OMF,8.67,16.67
INF179K01XZ1,HPREGTGR,GR,OMF,8.64,99.71
INF179K01XY4,HPRERTDR,DR,OMF,8.67,16.67
INF179KB1MG8,HRETEQR,GR,OMF,7.5,36.02
INF179KB1MK0,HRETHDR,GR,OMF,7.5,18.11
INF179KB1MI4,HRETHER,GR,OMF,7.5,29.42
INF179KC1DU7,HSLFDGHMF,GR,OMF,7.5,12.23
INF179KC1DV5,HSLFRGHMF,GR,OMF,7.5,12.19
INF179KA1RX3,HSMCFDDP,DP,OMF,7.5,53.23
INF179KA1RY1,HSMCFDDR,DR,OMF,7.5,53.23
INF179KA1RW5,HSMCFDG,GR,OMF,7.5,107.72
INF179KA1SA9,HSMCFRDP,DP,OMF,7.5,37.75
INF179KA1SB7,HSMCFRDR,DR,OMF,7.5,37.75
INF179KA1RZ8,HSMCFRG,GR,OMF,7.5,96.46
INF179K01CV4,HSTOD,DP,OMF,7.5,10.21
INF179K01CU6,HSTOG,GR,OMF,7.5,27.44
INF179K01YM7,HSTOGTGR,GR,OMF,7.5,28.16
INF179KA1Q53,HSTOPDNDP,DP,OMF,7.5,17.94
INF179KA1Q79,HSTOPRNDP,DP,OMF,7.5,17.57
INF179KB11R3,HUSTFRD,GR,OMF,7.5,13.18
INF179KB12R1,HUSTFRDR,DR,OMF,7.5,10.10
INF179KB16R2,HUSTFRMDD,DP,OMF,7.5,10.18
INF179KB15R4,HUSTFRMDR,DR,OMF,7.5,10.18
INF179KB14R7,HUSTFRWDD,DP,OMF,7.5,10.05
INF666M01AW8,IBMAFDG,GR,OMF,7.5,16.15
INF666M01188,IBMBCDP,DP,OMF,7.5,17.88
INF666M01170,IBMBCDP,DR,OMF,7.5,17.88
INF666M01600,IBMBCG1,GR,OMF,7.5,37.00
INF666M01162,IBMBCGP,GR,OMF,7.5,31.73
INF666M01FJ4,IBMFEHGP,GR,OMF,7.5,16.05
INF666M01GL8,IBMFOFG1,GR,GMF,10,1178.23
INF666M01469,IBMLFD1,DR,GMF,10,1001.06
INF666M01451,IBMLFG1,GR,GMF,10,2222.88
INF666M01014,IBMLFGP,GR,GMF,10,2200.44
INF666M01519,IBMLFM1,DP,GMF,10,1030.85
INF666M01493,IBMLFM1,DR,GMF,10,1030.85
INF666M01AC0,IBMSTDG,GR,OMF,7.5,2042.41
INF666M01AJ5,IBMSTRG,GR,OMF,7.5,1817.41
INF666M01BE4,IBMVDDG,GR,OMF,7.5,21.44
INF666M01BH7,IBMVDRG,GR,OMF,7.5,18.47
INF666M01DK7,IBTSG1IBMF,GR,OMF,7.5,15.96
INF666M01DO9,IBTSRDIBMF,DP,OMF,7.5,14.52
INF666M01DN1,IBTSRGIBMF,GR,OMF,7.5,14.52
INF194KA1R28,ID305DP,DP,OMF,7.5,10.61
INF194KA1R36,ID305RDR,DR,OMF,7.5,10.61
INF194KA1R85,ID307DP,DP,OMF,7.5,10.99
INF194KA1R93,ID307RDR,DR,OMF,7.5,10.99
INF579M01183,IDBFG,GR,OMF,7.5,19.10
INF194K01W05,IDD202DR,DR,OMF,7.5,28.03
INF194K01W88,IDD204DR,DR,OMF,7.5,43.82
INF194K01W47,IDD206DR,DR,OMF,7.5,28.31
INF194K01Z69,IDD208DR,DR,OMF,7.5,25.22
INF194K01Y86,IDD210DR,DR,OMF,7.5,13.85
INF194K010A2,IDD216DR,DR,OMF,7.5,44.22
INF194K01Z28,IDD218DR,DR,OMF,7.5,15.49
INF194K01Y45,IDD224DR,DR,OMF,7.5,38.52
INF194K011N3,IDD283DR,DR,OMF,7.5,10.44
INF194K018M0,IDD284DP,DP,OMF,7.5,10.71
INF194KA1M23,IDD303GR,GR,OMF,7.5,16.97
INF194KA1S43,IDD305DP,DP,OMF,7.5,10.36
INF194KA1S50,IDD305RDR,DR,OMF,7.5,10.36
INF194K01N89,IDDDQBDP,DP,OMF,7.5,13.15
INF194K01N71,IDDDQBDR,DR,OMF,7.5,13.15
INF397L01HG0,IDDEDP,DP,OMF,7.5,23.08
INF397L01HF2,IDDEG1,GR,OMF,7.5,42.42
INF397L01HJ4,IDDEGP,GR,OMF,7.5,37.60
INF194K01J51,IDDFCCWDR,DR,GMF,10,1007.68
INF194K01M98,IDDFRDDR,DR,GMF,10,10.10
INF194K01U56,IDDSTFDP,DP,OMF,7.5,10.39
INF194K01U49,IDDSTFDR,DR,OMF,7.5,10.39
INF397L01KZ4,IDDYD1D,DP,OMF,7.5,20.20
INF397L01LA5,IDDYD1R,DR,OMF,7.5,20.20
INF397L01KV3,IDDYDP,DP,OMF,7.5,19.11
INF397L01KW1,IDDYDP,DR,OMF,7.5,19.11
INF397L01LC1,IDDYG1,GR,OMF,7.5,20.20
INF397L01KY7,IDDYGP,GR,OMF,7.5,19.11
INF194K01524,IDFC201,GR,OMF,7.5,81.99
INF194K01532,IDFC202,DP,OMF,7.5,21.89
INF194K01540,IDFC202R,DR,OMF,7.5,21.89
INF194K01391,IDFC203,GR,OMF,8.5,147.66
INF194K01409,IDFC204,DP,OMF,7.5,40.79
INF194K01417,IDFC204R,DR,OMF,7.5,40.79
INF194K01466,IDFC205,GR,OMF,7.5,58.91
INF194K01474,IDFC206,DP,OMF,7.5,16.48
INF194K01482,IDFC206R,DR,OMF,7.5,16.48
INF194K01516,IDFC207,GR,OMF,7.5,54.65
INF194K01490,IDFC208,DP,OMF,7.5,19.69
INF194K01508,IDFC208R,DR,OMF,7.5,19.69
INF194K01649,IDFC209,GR,OMF,7.5,28.26
INF194K01656,IDFC210,DP,OMF,7.5,13.02
INF194K01664,IDFC210R,DR,OMF,7.5,13.02
INF194K01342,IDFC215,GR,OMF,7.5,105.55
INF194K01359,IDFC216,DP,OMF,7.5,34.49
INF194K01367,IDFC216R,DR,OMF,7.5,34.49
INF194K01581,IDFC217,GR,OMF,7.5,26.65
INF194K01599,IDFC218,DP,OMF,7.5,14.26
INF194K01607,IDFC218R,DR,OMF,7.5,14.26
INF194K01292,IDFC223,GR,OMF,7.5,113.45
INF194K01300,IDFC224,DP,OMF,7.5,29.94
INF194K01318,IDFC224R,DR,OMF,7.5,29.94
INF194K01987,IDFC237,GR,OMF,7.5,27.88
INF194K01AB9,IDFC239,GR,OMF,7.5,31.71
INF194K01AC7,IDFC240,DP,OMF,7.5,19.16
INF194K01AD5,IDFC240,DR,OMF,7.5,19.16
INF194K01953,IDFC241,GR,OMF,7.5,34.21
INF194K01961,IDFC242,DP,OMF,7.5,21.27
INF194K01979,IDFC242,DR,OMF,7.5,21.27
INF194K01RW9,IDFC243,GR,OMF,7.5,27.13
INF194K01RY5,IDFC244,DP,OMF,7.5,13.59
INF194K01RX7,IDFC244R,DR,OMF,7.5,13.59
INF194K01920,IDFC257,GR,OMF,7.5,41.37
INF194K01938,IDFC258,DP,OMF,7.5,37.53
INF194K01946,IDFC258,DR,OMF,7.5,37.53
INF194K01JZ9,IDFC259,DP,OMF,7.5,10.92
INF194K01JY2,IDFC259R,DR,OMF,7.5,10.92
INF194K01SB1,IDFC264,DP,OMF,7.5,13.30
INF194K01SA3,IDFC264R,DR,OMF,7.5,13.30
INF194K01BY9,IDFC265,GR,OMF,7.5,29.85
INF194K01BZ6,IDFC266,DP,OMF,7.5,25.48
INF194K01CA7,IDFC266,DR,OMF,7.5,25.48
